Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
jg;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_16_43_20/2017_03_03_21_44_39_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_09_31_07/2017_03_03_14_31_58_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kk;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_19_11_30/2017_03_04_00_12_49_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_5/dgemm_xeon_phi_7-14/2017_03_03/2017_03_03_19_10_27/2017_03_04_00_11_29_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_15_37_03/2017_01_10_20_36_56_openmpDGEMM_mic0-mic1.ece.neu.edu.log
AA;dgemm.c;187;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_02_06_17/2017_01_10_07_06_18_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kk;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_10_03_28/2017_01_10_15_03_30_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_03_24_48/2017_01_10_08_23_38_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_22_06_28/2017_01_11_03_06_30_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_23_48_31/2017_01_11_04_48_34_openmpDGEMM_mic0-mic1.ece.neu.edu.log
kk;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_06_17_12/2017_01_10_11_11_29_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_12_39_54/2017_01_10_17_34_11_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_21_03_13/2017_01_11_02_02_14_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_10_04_40/2017_01_10_15_04_33_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_17_03_16/2017_01_10_22_03_09_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_20_09_52/2017_01_11_01_06_22_openmpDGEMM_mic0-mic1.ece.neu.edu.log
i;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_06_18_33/2017_01_10_11_18_16_openmpDGEMM_mic0-mic1.ece.neu.edu.log
jj;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_00_55_03/2017_01_10_05_55_04_openmpDGEMM_mic0-mic1.ece.neu.edu.log
CC;dgemm.c;187;7;14;Single bit-flip;codes/dgemm/7-14/dump_2/dgemm_xeon_phi_7-14/2017_01_10/2017_01_10_18_13_17/2017_01_10_23_13_19_openmpDGEMM_mic0-mic1.ece.neu.edu.log
